0,1,2,3,4,5,6,7,8,9,10,11
1208080935,36,4066,7823,4,52,52,0,4,0,0,0
0,27,23,24,3,22,534,0,3,2,0,0
1208085120,23,22,15699,3,52,52,0,3,0,0,0
1208102316,1373,24,100,4,22,534,0,4,2,0,0
29,4235,29,29,2,22,534,0,2,1,0,0
1208116845,3577,3758,3758,2,52,52,0,2,0,0,0
133,1005,133,133,2,22,534,0,2,1,0,0
1208124780,1005,133,6930,4,22,534,0,4,2,0,0
1208128843,43,257,1745,3,22,534,0,3,1,0,0
1208132582,43,19,3739,5,22,534,0,5,1,0,0
1208148826,8133,7835,7835,2,52,52,0,2,0,0,0
30,8133,30,7835,5,22,534,0,5,1,0,0
6296,7622,17,11863,11,22,534,0,11,4,0,0
1208174738,7622,17,11863,14,22,534,0,14,5,0,0
1208192881,37,3714,3714,2,52,52,0,2,0,0,0
1208221175,29,26,4172,4,22,534,0,4,2,0,0
1208241278,26,26,16089,10,22,534,0,10,2,0,0
1208241278,26,26,16089,11,22,534,0,11,3,0,0
60,3221,21,37,4,22,534,0,4,2,0,0
1208289123,9024,40,3226,3,22,534,0,3,1,0,0
1208300851,35,3853,3853,2,52,52,0,2,0,0,0
0,24,12039,12039,2,22,534,0,2,1,0,0
1208316800,28,3858,3858,2,52,52,0,2,0,0,0
29,4182,29,29,2,22,534,0,2,1,0,0
0,3905,34,34,2,22,534,0,2,1,0,0
0,23,4092,4092,2,22,534,0,2,1,0,0
0,70,12411,12411,2,22,534,0,2,1,0,0
1208348818,7198,37,37,2,52,52,0,2,0,0,0
16295,7198,23,16272,5,52,52,0,5,0,0,0
29199860,743772,7,15014777,752,22,534,0,752,1,150,150
20,20135,20,20,2,22,534,0,2,1,0,0
27,4055,27,27,2,22,534,0,2,1,0,0
22,16410,22,1786,3,22,534,0,3,2,0,0
1238369321,10049,15,26,4,22,534,0,4,2,0,0
29,7693,16,29,3,22,534,0,3,2,0,0
0,17,17,17,2,22,534,0,2,1,0,0
36,7815,36,36,2,22,534,0,2,1,0,0
29,7992,29,29,2,22,534,0,2,1,0,0
34,24561,34,34,2,22,534,0,2,1,0,0
61,17212,61,61,2,22,534,0,2,1,0,0
86,2090,86,86,2,22,534,0,2,1,0,0
16,22,16,16,2,22,534,0,2,1,0,0
25,15876,25,25,2,22,534,0,2,1,0,0
24,3975,24,24,2,22,534,0,2,1,0,0
32,3985,32,32,2,22,534,0,2,1,0,0
28,1772,28,28,2,22,534,0,2,1,0,0
26,10431,26,26,2,22,534,0,2,1,0,0
