0,1,2,3,4,5,6,7,8,9,10,11
0,5620604,20000000,0,1,40,40,0,1,0,0,0
0,11221858,20000000,0,1,40,40,0,1,0,0,0
23182303,0,2064,22978223,5,40,459,0,5,2,0,1
0,352673,20000000,0,1,40,40,0,1,0,0,0
0,22483512,20000000,0,1,40,40,0,1,0,0,0
0,44978629,20000000,0,1,40,40,0,1,0,0,0
300215004,123921,430,300089000,4,52,60,0,3,0,0,1
136542,300216374,588,135954,3,52,60,0,3,0,0,2
132691,2698,33,132366,4,52,60,0,3,0,0,1
0,121927,20000000,0,1,52,52,0,1,0,0,0
126368,12436,6144,110303,4,52,60,0,3,0,0,1
300588274,0,1014,276939636,8,40,186,0,7,1,0,1
129519,10450,129519,129519,2,52,60,0,2,0,0,1
0,353476,20000000,0,1,40,40,0,1,0,0,0
0,351189,20000000,0,1,40,40,0,1,0,0,0
0,698859,20000000,0,1,40,40,0,1,0,0,0
0,1397990,20000000,0,1,40,40,0,1,0,0,0
0,2810284,20000000,0,1,40,40,0,1,0,0,0
601197839,119525,1975,601069939,5,22,278,0,5,1,0,2
249691,601071294,1168,119772,7,40,197,0,5,2,0,2
2307,8499,2307,2307,2,40,411,0,2,1,0,0
0,12878,20000000,0,1,40,40,0,1,0,0,0
0,5642866,20000000,0,1,40,40,0,1,0,0,0
0,11224176,20000000,0,1,40,40,0,1,0,0,0
23286129,0,716,23160382,5,40,459,0,5,2,0,1
0,22446354,20000000,0,1,40,40,0,1,0,0,0
0,44973258,20000000,0,1,40,40,0,1,0,0,0
6344841193,0,12,129715775,7158,0,1400,0,7158,1066,0,1
0,243694,20000000,0,1,40,40,0,1,0,0,0
19496,0,1223,18273,3,52,60,0,2,0,0,1
22328,0,22328,22328,2,52,60,0,2,0,0,1
1235086098,94625,1551,1234944358,5,22,278,0,5,1,0,1
236591,1234947481,6682,117939,4,40,175,0,3,1,0,1
2114412,0,19,1411543,13,10,1400,0,12,4,0,1
2113541,0,10,1566866,10,40,1400,0,10,3,0,1
9798376,112882,3215,9671569,4,40,411,0,4,1,0,1
249050,9661740,2414,127085,4,40,197,0,3,1,0,1
23984030,0,34,22976157,9,40,459,0,9,6,0,1
44590,0,2589,35615,4,52,222,0,4,1,0,1
84679,0,3127,45848,5,52,581,0,4,1,0,1
8615466,0,32,3696171,47,12,1400,0,47,22,0,4
1717902,113107,187933,1529969,3,40,71,0,3,2,0,0
0,298766,20000000,0,1,40,40,0,1,0,0,0
0,181075,20000000,0,1,40,40,0,1,0,0,0
23046383,41934,755,23006019,5,52,222,0,5,1,0,1
98491,22991348,1620,46354,5,52,575,0,4,1,0,1
1522461908,291555115,35,1512083286,161,40,1400,0,159,34,2,2
